DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
5/2/21,Be On Alert: Watching for the King,Jeremy Sweets,N/A,Sunday Morning,Be_On_Alert_-_Watching_for_the_King_-_Jeremy_Sweets.mp3
5/2/21,Rise Up and Build,Conrad Harkrider,N/A,Sunday Evening,Rise_Up_and_Build_-_Conrad_Harkrider.mp3
4/25/21,Holding God's Outstretched Hand,Jeremy Sweets,Holding God's Hand,Sunday Morning,Holding_Gods_Outstretched_Hand_-_Jeremy_Sweets.mp3
4/25/21,Transparency Among Christians,Trevor Brandt,N/A,Sunday Evening,Transparency_Among_Christians_-_Trevor_Brandt.mp3
4/18/21,Holding to the Truth,Conrad Harkrider,N/A,Sunday Morning,Holding_to_the_Truth_-_Conrad_Harkrider.mp3
4/18/21,Total Destruction,Mike Roy,N/A,Sunday Evening,Total_Destruction_-_Mike_Roy.mp3
4/11/21,The Samaritan,Mike Roy,N/A,Sunday Morning,The_Samaritan_-_Mike_Roy.mp3
4/4/21,Reactions to the Resurrection,Conrad Harkrider,N/A,Sunday Morning,Reactions_to_the_Resurrection_-_Conrad_Harkrider.mp3
4/4/21,The Lord's Prayer,Curtis Byers,N/A,Sunday Evening,The_Lords_Prayer_-_Curtis_Byers.mp3
3/28/21,Think On These Things,Jeremy Sweets,N/A,Sunday Morning,Think_On_These_Things_-_Jeremy_Sweets.mp3
3/28/21,Lessons From John 21,Evan Booher,N/A,Sunday Evening,Lessons_From_John_21_-_Evan_Booher.mp3
3/14/21,Eternity In Our Hearts,Mike Roy,N/A,Sunday Morning,Eternity_In_Our_Hearts_-_Mike_Roy.mp3
3/14/21,Biblical Baptism,Jeremy Sweets,N/A,Sunday Evening,Biblical_Baptism_-_Jeremy_Sweets.mp3
3/7/21,The Good Shepherd,Conrad Harkrider,Holding God's Hand,Sunday Morning,The_Good_Shepherd_-_Conrad_Harkrider.mp3
3/7/21,Biblical Confession,Jeremy Sweets,N/A,Sunday Evening,Biblical_Confession_-_Jeremy_Sweets.mp3
2/28/21,Waiting on the Lord,Gilbert Booher,N/A,Sunday Morning,Waiting_on_the_Lord_-_Gilbert_Booher.mp3
2/28/21,Biblical Repentance,Jeremy Sweets,N/A,Sunday Evening,Biblical_Repentance_-_Jeremy_Sweets.mp3
2/21/21,Hold To God's Unchanging Hand,David Tant,N/A,Sunday Morning,Hold_To_Gods_Unchanging_Hand_-_David_Tant.mp3
2/21/21,Biblical Faith,Jeremy Sweets,N/A,Sunday Evening,Biblical_Faith_-_Jeremy_Sweets.mp3
2/7/21,Each Must GIve Account,Jeremy Sweets,N/A,Sunday Morning,Each_Must_Give_Account_-_Jeremy_Sweets.mp3
2/7/21,Let Your Yes Be Yes,Conrad Harkrider,N/A,Sunday Evening,Let_Your_Yes_Be_Yes_-_Conrad_Harkrider.mp3
1/31/21,Priesthood of All Believers,Jeremy Sweets,N/A,Sunday Morning,Priesthood_of_All_Believers_-_Jeremy_Sweets.mp3
1/24/21,Is This the End?,Conrad Harkrider,N/A,Sunday Morning,Is_This_the_End_-_Conrad_Harkrider.mp3
1/17/21,Holding God's Hand In Prayer,Jeremy Sweets,Holding God's Hand,Sunday Morning,Holding_Gods_Hand_In_Prayer.mp3
1/10/21,Holding God's Hand,Mike Roy,N/A,Sunday Morning,Holding_Gods_Hand_-_Mike_Roy_01.mp3
1/3/21,Reaching Forward,Jeremy Sweets,N/A,Sunday Evening,Reaching_Forward_-_Jeremy_Sweets_01.mp3
1/3/21,How To Live In Happiness and Hope,Mike Roy,N/A,Sunday Morning,How_To_Live_In_Happiness_and_Hope_-_Mike_Roy_01.mp3
12/27/20,We Shall Overcome,Mike Roy,N/A,Sunday Morning,We_Shall_Overcome_-_Mike_Roy_01.mp3
12/27/20,Amazing Grace,Jeremy Sweets,N/A,Sunday Morning,Amazing_Grace_-_Jeremy_Sweets_01.mp3
12/20/20,The Bible: God's Revelation,Curtis Byers,N/A,Sunday Evening,The_Bible_Gods_Revelation_-_Curtis_Byerse.mp3
12/13/20,The Story of Joseph,Conrad Harkrider,Seeing Jesus in 2020,Sunday Morning,The_Story_of_Joseph_-_Conrad_Harkrider_01.mp3
12/6/20,What Causes Fights Among You?,Jeremy Sweets,N/A,Sunday Evening,What_Causes_Fights_Among_You_-_Jeremy_Sweets_01.mp3
12/6/20,The Lord's Delight,Jeremy Sweets,N/A,Sunday Morning,TheLordsDelight_JeremySweets.mp3
11/29/20,Overflowing With Thankfulness,Jeremy Sweets,N/A,Sunday Morning,Overflowing_With_Thankfulness_-_Jeremy_Sweets.mp3
11/29/20,The Triumph of Faith,Mike Roy,N/A,Sunday Evening,The_Triumph_of_Faith_-_Mike_Roy.mp3
11/22/20,Spiritual Revival: Lessons From Zechariah,Conrad Harkrider,N/A,Sunday Morning,SpiritualRevivalLessonsFromZechariah-ConradHarkrider.mp3
11/22/20,The Countercultural Family,Jeremy Sweets,N/A,Sunday Evening,TheCounterculturalFamily-JeremySweets.mp3
11/1/20,The One Who Was Pierced,Conrad Harkrider,Seeing Jesus in 2020,Sunday Morning,TheOneWhoWasPierced_ConradHarkrider_01.mp3
10/25/20,A Spiritual House,Jeremy Sweets,N/A,Sunday Morning,ASpiritualHouse_JeremySweets_01.mp3
10/18/20,Proof of God's Existence - Our Incredible World,Conrad Harkrider,N/A,Sunday Morning,ProofofGodsExistence-ConradHarkrider_01.mp3
10/11/20,Seeking the Lord,Mike Roy,N/A,Sunday Morning,SeekingtheLord-MikeRoy_01.mp3
10/4/20,Breathed Out By God,Jeremy Sweets,N/A,Sunday Morning,BreathedOutByGod_-_Jeremy_Sweets_01.mp3
9/27/20,Building for the Lord,Conrad Harkrider,N/A,Sunday Morning,092720_-_Building_for_the_Lord_-_Conrad_Harkrider_01.mp3
9/20/20,Boasting Before the Lord,Jeremy Sweets,N/A,Sunday Morning,Boasting_Before_the_Lord_-_Jeremy_Sweets_01.mp3
9/13/20,Jesus' Love for the Samaritans,Mike Roy,N/A,Sunday Morning,091320_-_Jesus_Love_for_the_Samaritans_-_Mike_Roy_01.mp3
9/6/20,The Christian Race,Jeremy Sweets,N/A,Sunday Morning,The_Christian_Race_-_Jeremy_Sweets.mp3
8/30/20,The Great Reconciliation,Mike Roy,N/A,Sunday,083020_TheGreatReconciliation_MikeRoy.mp3
8/16/20,What Does Real Faith Look Like?,Conrad Harkrider,N/A,Sunday Morning,081620_RealFaith_ConradHarkrider.mp3
8/2/20,The Effective Prayer of the Righteous,Jeremy Sweets,N/A,Sunday Morning,080220_EffectivePrayerRighteous_JeremySweets.mp3
7/19/20,Nehemiah: Right Man For the Job,Conrad Harkrider,N/A,Sunday Morning,071920_Nehemiah_ConradHarkrider.mp3
7/12/20,Warnings From the Life of Solomon,Mike Roy,N/A,Sunday Morning,071220_WarmingsFromSolomon_MikeRoy.mp3
7/5/20,The Freedom of Forgiveness,Jeremy Sweets,N/A,Sunday Morning,070520_FreedomofForgiveness_JeremySweets.mp3
5/17/20,Dealing With Disappointment,Kevin Stinson,N/A,Sunday Morning,
5/10/20,Seeing What Is Unseen,Mike Roy,N/A,Sunday Morning,
5/3/20,Promises to Patriarchs,Conrad Harkrider,N/A,Sunday Morning,
4/19/20,A Call To Prayer,Mike Roy,N/A,Sunday Morning,
4/12/20,Feeding the Multitudes,Norman Harber,N/A,Sunday Morning,
4/5/20,Faith Shines Brighter,Conrad Harkrider,N/A,Sunday Morning,
3/22/20,God Is Our Refuge and Strength: Psalm 46,Mike Roy,N/A,Sunday Morning,032220_GodRefugeStrength_MikeRoy.mp3
3/15/20,A Christian's Response to the Pandemic,Jeremy Sweets,N/A,Sunday Morning,031520_ChristianResponsetoPandemic_JeremySweets.mp3
3/8/20,Seeing Jesus - One Who Feels,Conrad Harkrider,Seeing Jesus in 2020,Sunday Morning,030820_OneWhoFeels_ConradHarkrider.mp3
3/1/20,How To Be Born Again,Frederic Gray,N/A,Sunday Morning,030120_HowToBeBornAgain_FredericGray.mp3
3/1/20,Workers for the Lord,Conrad Harkrider,N/A,Sunday Evening,030120_WorkersFortheLord_ConradHarkrider.mp3
2/16/20,Spiritual Vision,Jeremy Sweets,N/A,Sunday Evening,021620_SpiritualVision_JeremySweets.mp3
2/16/20,Did the Resurrection Actually Happen?,Conrad Harkrider,N/A,Sunday Morning,021620_DidResurrectionHappen_ConradHarkrider.mp3
2/9/20,The Greatest Commandment,Curtis Byers,N/A,Sunday Morning,020920_Deut649_CurtisByers.mp3
2/2/20,Walk Properly - The Christian Life,Conrad Harkrider,N/A,Sunday Morning,020220_WalkProperly_ConradHarkrider.mp3
2/2/20,A Different Spirit,Jeremy Sweets,N/A,Sunday Evening,020220_ADifferentSpirit_JeremySweets.mp3
1/26/20,Perfect Peace,Mike Roy,N/A,Sunday Morning,012620_PerfectPeace_MikeRoy.mp3
1/19/20,Lessons From the Past,Conrad Harkrider,N/A,Sunday Evening,011920_LessonsFromThePast_ConradHarkrider.mp3
1/19/20,God's Extreme Mercy For Lot,Mike Roy,N/A,Sunday Morning,011920_GodsMercyLot_MikeRoy.mp3
1/12/20,Seeing Jesus,Jeremy Sweets,Seeing Jesus in 2020,Sunday Morning,011220_SeeingJesus_JeremySweets.mp3
1/5/20,Building the Lord's House,Conrad Harkrider,N/A,Sunday Morning,010520_BuildingtheLordsHouse_ConradHarkrider.mp3
1/5/20,New Year's Resolutions,Jeremy Sweets,N/A,Sunday Evening,010520_NewYearsResolutions_JeremySweets.mp3
12/29/19,Remembering This Past Year,Jeremy Sweets,N/A,Sunday Morning,122919_RememberingYear_JeremySweets.mp3
12/29/19,I Will Be Sanctified I Will Be Glorified,Kevin Bain,N/A,Sunday Evening,122919_SanctifiedGlorified_KevinBain.mp3
12/15/19,Our Relationship To Christ,Jeremy Sweets,Raised With Christ,Sunday Evening,121519_OurRelationshipToChrist_JeremySweets.mp3
12/15/19,What Is Unique About Jesus?,Conrad Harkrider,N/A,Sunday Morning,121519_WhatIsUniqueAboutJesus_ConradHarkrider.mp3
12/8/19,Longing To Be With Christ,Conrad Harkrider,Raised With Christ,Sunday Morning,120819_LongingToBeWithChrist_ConradHarkrider.mp3
12/1/19,Choose Whom You Will Trust,Jeremy Sweets,N/A,Sunday Morning,120119_ChooseWhomYouWillTrust_JeremySweets.mp3
12/1/19,Love Anyway,Mike Roy,N/A,Sunday Evening,120119_LoveAnyway_MikeRoy.mp3
11/24/19,The Challenges of Living in a Prosperous Country,Jeremy Sweets,N/A,Sunday Morning,112417_ChallengesInAProsperousCountry_JeremySweets.mp3
11/17/19,Give Glory To God,Conrad Harkrider,N/A,Sunday Morning,111719_GiveGlorytoGod_ConradHarkrider.mp3
11/10/19,Are the Dead Conscious?,Mike Roy,N/A,Sunday Morning,111019_AretheDeadConscious_MikeRoy.mp3
11/3/19,Conversions in Acts,Jeremy Sweets,N/A,Sunday Morning,110319_ConversionsInActs_JeremySweets.mp3
11/3/19,The Role of Conscience,Conrad Harkrider,N/A,Sunday Evening,110319_Conscience_ConradHarkrider.mp3
10/27/19,Going Against the Grain,Conrad Harkrider,N/A,Sunday Morning,102719_GoingAgainsttheGrain_ConradHarkrider.mp3
10/27/19,The Seasons of a Christian,Jeremy McNatt,N/A,Sunday Evening,102719_TheSeasonsofaChristian_JeremyMcNatt.mp3
10/20/19,Love That Stands Out,Conrad Harkrider,N/A,Sunday Morning,102019_LoveThatStandsOut_ConradHarkrider.mp3
10/20/19,The Thunderous Voice of God,Jeremy Sweets,N/A,Sunday Evening,102019_ThunderousVoiceofGod_JeremySweets.mp3
10/13/19,United In the Resurrection,Jeremy Sweets,N/A,Sunday Morning,101319_UnitedInTheResurrection_JeremySweets.mp3
10/6/19,Our Confidence as a Christian,Kevin Stinson,N/A,Sunday Morning,100619_Confidence_KevinStinson.mp3
9/29/19,Faith Comes From Hearing,Conrad Harkrider,N/A,Sunday Morning,092919_FaithComesFromHearing_ConradHarkrider.mp3
9/29/19,Like Walking Trees,Jeremy Sweets,N/A,Sunday Evening,092919_LikeWalkingTrees_JeremySweets.mp3
9/22/19,Knowledge of God,Jeremy Sweets,N/A,Sunday Morning,092219_KnowledgeofGod_JeremySweets.mp3
9/22/19,How Paul Dealt With Suffering,Gilbert Booher,N/A,Sunday Evening,092219_HowPaulDealtWithSuffering_GilbertBooher.mp3
9/8/19,Made To Be Filled,Mike Roy,N/A,Sunday Morning,090819_MadeToBeFilled_MikeRoy.mp3
9/1/19,Bearing Burdens,Jeremy Sweets,N/A,Sunday Morning,090119_BearingBurdens_JeremySweets.mp3
9/1/19,Neither Poverty Nor Riches: Proverbs 30:5-9,Conrad Harkrider,N/A,Sunday Evening,090119_NeitherPovertyNorRiches_ConradHarkrider.mp3
8/28/19,The Gospel,Kirk Wall,Summer Series,Wednesday Summer Series,082819_TheGospel_KirkWall.mp3
8/18/19,The Sin of Prejudice,Jeremy Sweets,N/A,Sunday Morning,081819_SinofPrejudice_JeremySweets.mp3
8/18/19,Lessons From the Past: Bar Kokhba Revolt,Conrad Harkrider,N/A,Sunday Evening,081819_LessonsFromthePast_ConradHarkrider.mp3
8/14/19,Who Is God? Paul's Foundational Sermon On Mars Hill,Mitch Stevens,Summer Series,Wednesday Summer Series,081419_WhoIsGod_MitchStevens.mp3
8/11/19,Our Ability To Choose,Conrad Harkrider,N/A,Sunday Morning,081119_OurAbilityToChoose_ConradHarkrider.mp3
8/4/19,Raised With Christ,Jeremy Sweets,Raised With Christ,Sunday Morning,080419_RaisedWithChrist_JeremySweets.mp3
8/4/19,The Message of Isaiah 41,Mike Roy,N/A,Sunday Evening,080419_MessageIsaiah41_MikeRoy2.mp3
7/31/19,Become All Things To All Men,Terrell Bunting,Summer Series,Wednesday Summer Series,073119_BecomeAllThingsToAllMen_TerrellBunting.mp3
7/28/19,Example of Paul,Conrad Harkrider,N/A,Sunday Morning,072819_ExampleofPaul_ConradHarkrider.mp3
7/28/19,The House God Built,Chad Lynn,N/A,Sunday Evening,072819_TheHouseGodBuilt_ChadLynn.mp3
7/24/19,Evangelism - What and Why,Adam Pogue,Summer Series,Wednesday Summer Series,072419_Evangelism_AdamPogue.mp3
7/21/19,Developing Grateful Hearts in the Wilderness,Jeremy Sweets,N/A,Sunday Morning,072119_GratefulHeartsIntheWilderness_JeremySweets.mp3
7/21/19,Peter's Confession,Curtis Byers,N/A,Sunday Evening,072119_PeterConfession_CurtisByers.mp3
7/17/19,All Have Sinned,David Bunting,Summer Series,Wednesday Summer Series,071719_AllHaveSinned_DavidBunting.mp3
7/14/19,Jesus Offers Rest,Conrad Harkrider,N/A,Sunday Morning,071419_JesusOffersRest_ConradHarkrider.mp3
7/7/19,Why the Burning Bush Spoke: Exodus 3:1-10,Jeremy Sweets,N/A,Sunday Evening,070719_WhyTheBurningBush_JeremySweets.mp3
7/3/19,Doing All Things Through Christ,Matt Bassford,Summer Series,Wednesday Summer Series,070319_DoingAllThingsThroughChrist_MattBassford.mp3
6/30/19,Edifying Worship,Jeremy Sweets,N/A,Sunday Morning,063019_EdifyingWorship_JeremySweets.mp3
6/30/19,The Exodus as a Picture of Salvation,Jeremy Sweets,N/A,Sunday Evening,063019_TheExodusPictureSalvation_JeremySweets.mp3
6/26/19,Our Freedom in Christ,Johnny Felker,Summer Series,Wednesday Summer Series,062619_OurFreedomInChrist_Johnny_Felker.mp3
6/23/19,Bridging the Gap,Jacob Stinson,N/A,Sunday Evening,062319_BridgingtheGap_JacobStinson.mp3
6/23/19,Conformed to the Image of His Son,Conrad Harkrider,N/A,Sunday Morning,062319_ConformedImageofHisSon_ConradHarkrider.mp3
6/19/19,The Message of the Cross,Berry Kercheville,Summer Series,Wednesday Summer Series,061919_TheMessageoftheCross_BerryKercheville.mp3.mp3
6/16/19,David: One Man Can Make A Difference,Conrad Harkrider,N/A,Sunday Morning,061619_DavidOneManDifference_ConradHarkrider.mp3
6/16/19,Proverbs 31: Worthy Woman…or Lady Wisdom?,Norman Harber,N/A,Sunday Evening,061619_WomanorWisdom_NormanHarber.mp3
6/12/19,No Excuses,Steven Cuffle,Summer Series,Wednesday Summer Series,061219_NoExcuses_StevenCuffle.mp3
6/9/19,Holy Fear,Mike Roy,N/A,Sunday Morning,060919_HolyFear_MikeRoy.mp3
5/26/19,"Many Gifts, One Spirit",Jeremy Sweets,N/A,Sunday Morning,052619_ManyGiftsOneSpirit_JeremySweets.mp3
5/26/19,Love - A More Excellent Way,Jeremy Sweets,N/A,Sunday Evening,052619_LoveMoreExcellentWay_JeremySweets.mp3
5/19/19,Imputation,Curtis Byers,N/A,Sunday Evening,Imputation.mp3
5/12/19,Honor Your Father and Mother,Jeremy Sweets,N/A,Sunday Morning,051219_HonorYourFatherandMother_Jeremy_Sweets.mp3
5/5/19,Blessings Through Christ,Conrad Harkrider,N/A,Sunday Morning,050519_BlessingsThroughChrist_ConradHarkrider.mp3
5/5/19,God's Great Big Family,Mike Roy,N/A,Sunday Evening,050519_GodsBigFamily_MikeRoy.mp3
4/28/19,Modestly Matters,Jeremy Sweets,N/A,Sunday Morning,042819_ModestyMatters_JeremySweets.mp3
4/28/19,Suffering,Jesse Roy,N/A,Sunday Evening,042819_Suffering_JesseRoy.mp3
4/21/19,The First Gospel Sermon: Acts 2,Jeremy Sweets,N/A,Sunday Evening,042119_TheFirstGospelSermon_JeremySweets.mp3
4/21/19,Living A New Life,Conrad Harkrider,Raised With Christ,Sunday Morning,042119_LivingANewLife_ConradHarkrider.mp3
4/14/19,Creating Healthy Margins,Mike Roy,N/A,Sunday Morning,041419_CreatingHealthyMargins_MikeRoy.mp3
4/7/19,God Shows No Partiality,Conrad Harkrider,N/A,Sunday Evening,040719_GodShowsNoPartiality_ConradHarkrider.mp3
3/31/19,The Work of Elders and Deacons,Jeremy Sweets,N/A,Sunday Morning,033119_WorkEldersDeacons_JeremySweets.mp3
3/31/19,Our Response To Our Elders,Conrad Harkrider,N/A,Sunday Evening,033119_OurResponseToOurElders_ConradHarkrider.mp3
3/24/19,The Character of an Overseer: Titus 1:5-9,Mike Roy,N/A,Sunday Morning,032419_CharacterofanOverseer_MikeRoy.mp3
3/24/19,Elders and Deacons: 1 Timothy 3,Norman Harber,N/A,Sunday Evening,032419_EldersandDeacons_NormHarber.mp3
3/3/19,Who Can Dwell in God's Presence?,Jeremy Sweets,N/A,Sunday Morning,030319_WhoCanDwellInGodsPresence_JeremySweets.mp3
3/3/19,Treasures of the Trials,Skip McCord,N/A,Sunday Evening,030319_TreasuresoftheTrials_SkipMcCord.mp3
2/24/19,Making Faith Your Own: 2 Tim 1:5,Jeremy Sweets,N/A,Sunday Morning,022419_MakingFaithYourOwn_JeremySweets.mp3
2/10/19,Transformed By God's Peace,Mike Roy,N/A,Sunday Morning,021019_TransformedbyGodsPeace_MikeRoy.mp3
2/3/19,Transformation: Acts 9:1-22,Conrad Harkrider,Raised With Christ,Sunday Morning,020319_Transformation_ConradHarkrider.mp3
2/3/19,The Way of Escape: 1 Corinthians 10:13,Jeremy Sweets,N/A,Sunday Evening,020319_TheWayOfEscape_JeremySweets.mp3
1/27/19,By the Sea We Follow,Chris Reid,N/A,Sunday Evening,012719_BytheSeaWeFollow_ChrisReid.mp3
1/27/19,God Hears,Jeremy Sweets,N/A,Sunday Morning,012719__JeremySweets.mp3
1/20/19,Treasure In Jars of Clay: 2 Cor. 4:7,Jeremy Sweets,N/A,Sunday Morning,012019_TreasuresInJarsofClay_JeremySweets.mp3
1/6/19,Simon and the Sinful Woman,Conrad Harkrider,N/A,Sunday Morning,010619_SimonandtheSinfulWoman_ConradHarkrider.mp3
1/6/19,"Out With the Old, In With the New",Jeremy Sweets,N/A,Sunday Evening,010619_OutWiththeOldInWiththeNew_JeremySweets.mp3
12/30/18,Consumed With God,Mike Roy,N/A,Sunday Morning,123018_ConsumedWithGod_MikeRoy.mp3
12/23/18,Heaven Came Down: John 1:1-18,Jeremy Sweets,N/A,Sunday Morning,122318_HeavenCameDown_JeremySweets.mp3
12/23/18,Matthew 2,Curtis Byers,N/A,Sunday Evening,122318__CurtisByers.mp3
12/16/18,Jethro's Advice: Exodus 18:5-24,Conrad Harkrider,N/A,Sunday Morning,121618_JethroAdvice_ConradHarkrider.mp3
12/16/18,Agonizing In Prayer,Gary Hunt,N/A,Sunday Evening,121618__GaryHunt.mp3
12/9/18,Jesus Heals a Paralytic,Conrad Harkrider,N/A,Sunday Morning,120918_JesusHealsaParalytic_ConradHarkrider.mp3
12/2/18,The Genealogy of Jesus,Jeremy Sweets,N/A,Sunday Evening,120218_TheGenealogyofJesus_JeremySweets.mp3
11/25/18,Laying Down Your Life,Norman Harber,N/A,Sunday Morning,112818_LayingDownYourLife_NormanHarber.mp3
11/25/18,The Root of Bitterness,Chance Sudberry,N/A,Sunday Evening,112518_TheRootofBitterness_ChanceSudberry.mp3
11/18/18,The Point of No Return,Mike Roy,N/A,Sunday Morning,111818_ThePointofNoReturn_MikeRoy.mp3
11/18/18,When A Brother Sins,Conrad Harkrider,N/A,Sunday Evening,111818_WhenABrotherSins_ConradHarkrider.mp3
11/11/18,Because We Are In Christ: Philippians 4:1-9,Conrad Harkrider,N/A,Sunday Morning,111118_BecauseWeAreInChrist_ConradHarkrider.mp3
11/4/18,The Scandal of the Cross: 1 Corinthians 1:18-31,Jeremy Sweets,N/A,Sunday Morning,110418_TheScandaloftheCross_JeremySweets.mp3
11/4/18,Hell is a Horrible Place: Revelation 20:14-15,Jeremy Sweets,N/A,Sunday Evening,110418_HellisaHorriblePlace_JeremySweets.mp3
10/28/18,Working for the Lord,Conrad Harkrider,Faithful Stewards,Sunday Morning,102818_WorkingForTheLord_ConradHarkrider.mp3
10/21/18,The Word,Curtis Byers,N/A,Sunday Evening,102118_TheWord_CurtisByers.mp3
10/21/18,Blessings of the Firstborn,Conrad Harkrider,N/A,Sunday Morning,102118_BlessingsoftheFirstborn_ConradHarkrider.mp3
10/14/18,God's Hidden Plan For Our Glory,Mike Roy,N/A,Sunday Morning,101418_GodsHiddenPlanforOurGlory_MikeRoy.mp3
10/7/18,#MeToo and the Christian,Jeremy Sweets,N/A,Sunday Morning,100718_MeTooChristian_JeremySweets.mp3
10/7/18,#MeToo and the Church,Jeremy Sweets,N/A,Sunday Evening,100718_MeTooChurch_JeremySweets.mp3
9/30/18,Wisdom's Disregarded Appeal,Jeremy Sweets,N/A,Sunday Morning,093018_WisdomDisregardedAppeal_JeremySweets.mp3
9/30/18,Created For a Purpose,Jeremy Sweets,N/A,Sunday Evening,093018_CreatedForAPurpose_JeremySweets.mp3
9/23/18,A Friend of God: James 2:23,Jeremy Sweets,N/A,Sunday Morning,092318_FriendofGod_JeremySweets.mp3
9/23/18,Trusting God When Money Is Tight,Mike Roy,N/A,Sunday Evening,092318_Money_MikeRoy.mp3
9/9/18,Inheritance of the Lord's People,Conrad Harkrider,N/A,Sunday Morning,090918_InheritanceLordsPeople_ConradHarkrider.mp3
9/2/18,Everyone in Their Proper Place: 1 Cor 4:1-7,Jeremy Sweets,N/A,Sunday Morning,090218_EveryoneProperPlace_JeremySweets.mp3
9/2/18,Because He Lives,Conrad Harkrider,N/A,Sunday Evening,090218_BecauseHeLives_ConradHarkrider.mp3
8/26/18,Why On Earth Am I Here?,Mike Roy,N/A,Sunday Morning,082618_WhyOnEarthAmIHere_MikeRoy.mp3
8/19/18,The Gospel Spreads,Conrad Harkrider,N/A,Sunday Morning,081918_TheGospelSpreads_ConradHarkrider.mp3
8/5/18,Faithful Stewards: The Gift of Time,Conrad Harkrider,Faithful Stewards,Sunday Morning,080518_TheGiftofTime_ConradHarkrider.mp3
8/5/18,Jeremiah,Curtis Byers,N/A,Sunday Evening,080318_Jeremiah_CurtisByers.mp3
7/29/18,Walk a Mile in His Moccasins,Jeremy Sweets,N/A,Sunday Morning,072918_WalkaMileinHisMoccasins_JeremySweets.mp3
7/29/18,The Great Work of Godly Elders,Jeremy Sweets,Faithful Stewards,Sunday Evening,072918_TheGreatWorkofGodlyElders_JeremySweets.mp3
7/22/18,Defined By Our Deliverance,Mike Roy,N/A,Sunday Morning,072218_DefinedByOurDeliverance_MikeRoy.mp3
7/22/18,Conversation With Cain,Conrad Harkrider,N/A,Sunday Evening,072218_ConversationWithCain_ConradHarkrider.mp3
7/15/18,Waiting on the Lord: Jeremiah,Norman Harber,N/A,Sunday Morning,071518_WaitingontheLord_NormanHarber.mp3
7/8/18,Two Kinds of Freedom: John 8:31-38,Jeremy Sweets,N/A,Sunday Morning,070818_TwoKindsofFreedom_JeremySweets.mp3
7/1/18,The Prodigal Son: Luke 15:11-32,Conrad Harkrider,N/A,Sunday Morning,070118_TheProdigalSon_ConradHarkrider.mp3
7/1/18,Overcoming Fear,Mike Roy,N/A,Sunday Evening,070118_OvercomingFear_MikeRoy.mp3
6/24/18,Signs of Maturity: Philippians 3:12-21,Conrad Harkrider,N/A,Sunday Morning,062418_SignsofMaturity_ConradHarkrider.mp3
6/24/18,The Spiritual Powers,Jeremy Sweets,N/A,Sunday Evening,TheSpiritualPowers.pdf 062418_SatansPowerGodsSovreignty_JeremySweets.mp3
6/17/18,Impressing Scripture Into Our Hearts,Mike Roy,N/A,Sunday Morning,061718_ImpressingScriptureIntoOurHearts_MikeRoy.mp3
6/17/18,Mordecai: Man of Influence,Conrad Harkrider,N/A,Sunday Evening,061718_Mordecai_ConradHarkrider.mp3
6/3/18,An Open Door for the Word (Col 4:2-6),Jeremy Sweets,N/A,Sunday Morning,OpenDoorforWord.pdf 060318_AnOpenDoorFortheWord_JeremySweets.mp3
6/3/18,Am I Saved,Curtis Byers,N/A,Sunday Evening,060318_AmISaved_CurtisByers.mp3
5/27/18,Judges and Hebrews 11,Norman Harber,N/A,Sunday Morning,052718_JudgesandHebrews11_NormanHarber.mp3
5/20/18,Eye on the Prize,Mike Roy,N/A,Sunday Morning,052018_EyeOnthePrize_MikeRoy.mp3
5/13/18,Virtuous Character,Jeremy Sweets,N/A,Sunday Morning,VirtuousCharacter.pdf 051318_VirtuousCharacter_JeremySweets.mp3
5/6/18,Sabbath Rest,Conrad Harkrider,N/A,Sunday Morning,050618_SabbathRest_ConradHarkrider.mp3
5/6/18,Resolution/Revolution,Jason Schoenholz,N/A,Sunday Evening,050618_ResolutionRevolution_JasonSchoenholz.mp3
4/29/18,Work,Curtis Byers,N/A,Sunday Morning,042918_Work_CurtisByers.mp3
4/29/18,When Did Zacchaeus Repent?,Jeremy Sweets,N/A,Sunday Evening,042918_WhenDidZacchaeusRepent_JeremySweets.mp3
4/22/18,Entrusted With the Gospel,Conrad Harkrider,Faithful Stewards,Sunday Morning,042218_EntrustedWithTheGospel_ConradHarkrider.mp3
4/22/18,Wildly Important Goal,Jonathan Wickersheim,N/A,Sunday Evening,042218_WildlyImportantGoal_JonathanWickersheim.mp3
4/15/18,Mary Did You Know?,Mike Roy,N/A,Sunday Morning,041518_MaryDidYouKnow_MikeRoy.mp3
4/15/18,The Whole Counsel of God,Jeremy Sweets,N/A,Sunday Evening,WholeCounselofGod.pdf 041518_TheWholeCounselofGod_JeremySweets.mp3
4/8/18,Resurrection Changes Everything,Conrad Harkrider,N/A,Sunday Morning,040818_ResurectionChangesEverything_ConradHarkrider.mp3
4/1/18,Lessons Atop Colorado's Mountains,Mike Roy,N/A,Sunday Evening,040118_LessonsAtopColoradosMountains_MikeRoy.mp3
3/25/18,True Repentance,Conrad Harkrider,N/A,Sunday Evening,032518_TrueRepentance_ConradHarkrider.mp3
3/25/18,Accepting the Lord's Will,Jeremy Sweets,N/A,Sunday Morning,032518_AcceptingtheLordsWill_JeremySweets.mp3 AcceptingtheLordsWill.pdf
3/18/18,Knowing Christ: Philippians 1:1-11,Conrad Harkrider,N/A,Sunday Morning,031818_KnowingChrist_ConradHarkrider.mp3
