DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
10/4/15,Stealing From God,Jeremy Sweets,N/A,Sunday Morning,100415_StealingFromGod_JeremySweets.mp3
10/4/15,When God Doesn't Hear,Jeremy Sweets,N/A,Sunday Evening,100415_WhenGodDoesntHear_JeremySweets.mp3
9/27/15,Sanctity Of Life,Chris Reid,N/A,Sunday Evening,092715_SanctityOfLife_ChrisReid.mp3
9/27/15,Hospitality,Conrad Harkrider,N/A,Sunday Morning,092715_Hospitality_ConradHarkrider.mp3
9/20/15,Righteousness Of The Kingdom,Curtis Byers,N/A,Sunday Evening,092015_RighteousnessOfTheKingdom_CurtisByers.mp3
9/20/15,The Push Toward A Genderless Society,Mike Roy,N/A,Sunday Evening,092015_ThePushTowardAGenderlessSociety_MikeRoy.mp3
9/13/15,The Battle Belongs To The Lord,Jeremy Sweets,N/A,Sunday Morning,091315_TheBattleBelongsToTheLord_JeremySweets.mp3
9/6/15,What Wont You Give Up,Norman Harber,N/A,Sunday Evening,090615_WhatWontYouGiveUp_NormanHarber.mp3
9/6/15,Why Broadmoor,Jeremy Sweets,N/A,Sunday Morning,090615_WhyBroadmoor_JeremySweets.mp3
8/30/15,The Arrogance Of A Vapor,Jeremy Sweets,N/A,Sunday Morning,083015_TheArroganceOfAVapor_JeremySweets.mp3
8/30/15,He Made them Male And Female,Jerry Sweafford,N/A,Sunday Evening,083015_HeMadeThemMaleAndFemale_JerrySweafford.mp3
8/26/15,Is the New Testament Reliable,Alex Hartsell,N/A,Sunday Evening,082615_IsTheNewTestamentReliable_AlexHartsell.mp3
8/23/15,King Jesus Reigns,David Tant,N/A,Sunday Evening,082315_KingJesusReigns_DavidTant.mp3
8/23/15,Where Did Joshua Get His Courage,Mike Roy,N/A,Sunday Morning,082315_WhereDidJoshuaGetHisCourage_MikeRoy.mp3
8/16/15,God Is Holy,Max Shearer,N/A,Sunday Evening,081615_GodIsHoly_MaxShearer.mp3
8/16/15,Effective Parenting In A Defective World,Jeremy Sweets,N/A,Sunday Morning,081615_EffectiveParentingInADefectiveWorld_JeremySweets.mp3
8/9/15,His Delight Is In The Law Of The Lord,Gary Henry,N/A,Sunday Morning,080915_HisDelightIsInTheLawOfTheLord_GaryHenry.mp3
8/5/15,Fearfully And Wonderfully Made,Chad Lynn,Summer Series,Wednesday Bible Study,080515_FearfullyAndWonderfullyMade_ChadLynn.mp3
8/2/15,Why Do We Regularly Assemble,Jeremy Sweets,N/A,Sunday Morning,080215_WhyDoWeRegularlyAssemble_JeremySweets.mp3
8/2/15,Raised Up With Christ,Mike Roy,N/A,Sunday Evening,080215_RaisedUpWithChrist_MikeRoy.mp3
7/29/15,Scientific Foreknowledge In Evidences,Troy Nicholson,Summer Series,Wednesday Bible Study,072915_ScientificForeknowledgeInEvidences_TroyNicholson.mp3
7/19/15,A Manner Worthy Of The Gospel,Jeremy Sweets,N/A,Sunday Morning,071915_AMannerWorthyOfTheGospel_JeremySweets.mp3
7/19/15,Rightly Handling The Word Of Truth,Curtis Byers,N/A,Sunday Evening,071915_RightlyHandlingTheWordOfTruth_CurtisByers.mp3
7/15/15,I Believe,Lee Wildman,Summer Series,Wednesday Bible Study,071515_IBelieve_LeeWildman.mp3
7/8/15,Contradictions In the Bible,Seth McDonald,Summer Series,Wednesday Bible Study,070815_ContradictionsInTheBible_SethMcDonald.mp3
7/5/15,The Power Of An Invitation,Mike Roy,N/A,Sunday Evening,070515_ThePowerOfAnInvitation_MikeRoy.mp3
7/5/15,Some Things That Are Still True,Jeremy Sweets,N/A,Sunday Morning,070515_SomeThingsThatAreStillTrue_JeremySweets.mp3
7/1/15,How To Defend The Faith,Gary Henry,Summer Series,Wednesday Bible Study,070115_HowToDefendTheFaith_GaryHenry.mp3
6/28/15,Proverbs Teaching For All Ages,Marshall Hunt,N/A,Sunday Evening,062815_ProverbsTeachingForAllAges_MarshallHunt.mp3
6/28/15,Good And Evil,Curtis Byers,N/A,Sunday Morning,062815_GoodAndEvil_CurtisByers.mp3
6/24/15,Why the Bible,Gary Kerr,Summer Series,Wednesday Bible Study,062415_WhyTheBible_GaryKerr.mp3
6/21/15,Mountains,Gilbert Booher,N/A,Sunday Evening,062115_Mountains_GilbertBooher.mp3
6/21/15,Caleb Followed Lord Fully,Conrad Harkrider,N/A,Sunday Morning,062115_CalebFollowedLordFully_ConradHarkrider.mp3
6/16/15,A Good Book,Justin Dobbs,Summer Series,Wednesday Bible Study,061715_AGoodBook_JustinDobbs.mp3
6/14/15,Pleasing To God,Conrad Harkrider,N/A,Sunday Morning,061415_PleasingToGod_ConradHarkrider.mp3
6/10/15,Why We Believe,Berry Kercheville,Summer Series,Wednesday Bible Study,061015_WhyWeBelieve_BerryKercheville.mp3
6/7/15,A Superior Priesthood,Jeremy Sweets,N/A,Sunday Evening,060715_ASuperiorPriesthood_JeremySweets.mp3
6/7/15,Purpose And Mission of Apostles,Conrad Harkrider,N/A,Sunday Morning,060715_PurposeAndMissionOfApostles_ConradHarkrider.mp3
6/5/15,Overcoming Doubt,Doy Moyer,N/A,Gospel Meeting,060515_OvercomingDoubt_DoyMoyer.mp3
6/4/15,"Mind, Meaning, Morality",Doy Moyer,N/A,Gospel Meeting,060415_MindMeaningMorality_DoyMoyer.mp3
6/3/15,Inspiration,Doy Moyer,N/A,Gospel Meeting,060315_Inspiration_DoyMoyer.mp3
6/2/15,Using the Bible To Prove the Bible,Doy Moyer,N/A,Gospel Meeting,060215_UsingTheBibleToProveTheBible_DoyMoyer.mp3
6/1/15,Trusting the Bible,Doy Moyer,N/A,Gospel Meeting,060115_TrustingTheBible_DoyMoyer.mp3
5/31/15,Faith And Evidences,Doy Moyer,N/A,Gospel Meeting,053115_FaithAndEvidences_DoyMoyer.mp3
5/31/15,Is Jesus The Only Way,Doy Moyer,N/A,Gospel Meeting,053115_IsJesusTheOnlyWay_DoyMoyer.mp3
5/31/15,Resurrection,Doy Moyer,N/A,Gospel Meeting,053115_Resurrection_DoyMoyer.mp3
5/24/15,Attitudes Among Gods People,Chance Sudberry,N/A,Sunday Evening,052415_AttitudesAmongGodsPeople_ChanceSudberry.mp3
5/24/15,God Has Spoken,Jeremy Sweets,N/A,Sunday Morning,052415_GodHasSpoken_JeremySweets.mp3
5/17/15,What Gospel Did The Apostles Preach,James Buchanan,N/A,Sunday Evening,051715_WhatGospelDidTheApostlesPreach_JamesBuchanan.mp3
5/17/15,Gods First Line Of Defense,Mike Roy,N/A,Sunday Morning,051715_GodsFirstLineOfDefense_MikeRoy.mp3
5/10/15,The Gift Of A Mother,Conrad Harkrider,N/A,Sunday Morning,051015_TheGiftOfAMother_ConradHarkrider.mp3
5/3/15,Betrayal,Jeremy Sweets,N/A,Sunday Evening,050315_Betrayal_JeremySweets.mp3
5/3/15,You Are The Light Of The World,Mike Roy,N/A,Sunday Morning,050315_YouAreTheLightOfTheWorld_MikeRoy.mp3
4/26/15,Inductive Bible Study,Conrad Harkrider,N/A,Sunday Morning,042615_InductiveBibleStudy_ConradHarkrider.mp3
4/26/15,Anxiety,Jay Dukes,N/A,Sunday Evening,042615_Anxiety_JayDukes.mp3
4/19/15,Matthew 24,Curtis Byers,N/A,Sunday Evening,041915_Matthew24_CurtisByers.mp3
4/19/15,Faith,Conrad Harkrider,N/A,Sunday Morning,041915_Faith_ConradHarkrider.mp3
4/12/15,What Is The Greatest Commandment,Jeremy Sweets,N/A,Sunday Morning,041215_WhatIsTheGreatestCommandment_JeremySweets.mp3
4/5/15,The Wedding Feast,Jeremy Sweets,N/A,Sunday Morning,040515_TheWeddingFeast_JeremySweets.mp3
4/5/15,Jesus Lover Of Lepers,Mike Roy,N/A,Sunday Evening,040515_JesusLoverOfLepers_MikeRoy.mp3
3/29/15,The Invitation,Conrad Harkrider,N/A,Sunday Evening,032915_TheInvitation_ConradHarkrider.mp3
3/29/15,Hosanna,Jeremy Sweets,N/A,Sunday Morning,032915_Hosanna_JeremySweets.mp3
3/22/15,The Good News Of Peace,Jim Hawkins,N/A,Sunday Evening,032215_TheGoodNewsOfPeace_JimHawkins.mp3
3/22/15,The Armor Of God,Mike Roy,N/A,Sunday Morning,032215_TheArmorOfGod_MikeRoy.mp3
3/8/15,Character Of God,Conrad Harkrider,N/A,Sunday Morning,030815_CharacterOfGod_ConradHarkrider.mp3
3/1/15,Leadership Lessons,Mike Roy,N/A,Sunday Evening,030115_LeadershipLessons_MikeRoy.mp3
3/1/15,Diamonds In The Rough,Jeremy Sweets,N/A,Sunday Morning,030115_DiamondsInTheRough_JeremySweets.mp3
2/22/15,Barnabas Son Of Encouragement,Conrad Harkrider,N/A,Sunday Evening,022215_BarnabasSonOfEncouragement_ConradHarkrider.mp3
2/15/15,Matters Of Life And Death,Jeremy Sweets,N/A,Sunday Morning,021515_MattersOfLifeAndDeath_JeremySweets.mp3
2/8/15,Ribe Or Rotton Words,Jeremy Sweets,N/A,Sunday Morning,020815_RipeOrRottenWords_JeremySweets.mp3
2/1/15,Come Unto Me,Jeremy Sweets,N/A,Sunday Evening,020115_ComeUntoMe_JeremySweets.mp3
2/1/15,Jesus Lord Of The Sabbath,Jeremy Sweets,N/A,Sunday Morning,020115_JesusLordOfTheSabboth_JeremySweets-1501787143.mp3
1/25/15,Distractions,Drew Johnson,N/A,Sunday Evening,012515_Distractions_DrewJohnson.mp3
1/25/15,Drawing Closer To God,Mike Roy,N/A,Sunday Morning,012515_DrawingCloseToGod_MikeRoy.mp3
1/18/15,Finishing Strong,Mike Roy,N/A,Sunday Evening,011815_FinishingStrong_MikeRoy-1501787279.mp3
1/18/15,Truth and Love,Conrad Harkrider,N/A,Sunday Morning,011815_TruthAndLove_ConradHarkrider.mp3
1/11/15,A Spiritual Restoration,Conrad Harkrider,N/A,Sunday Morning,011115_ASpiritualRestoration_ConradHarkrider.mp3
1/4/15,Reading Your Bible,Jeremy Sweets,N/A,Sunday Evening,010415_ReadingYourBible_JSweetsMRoy-1501787226.mp3
1/4/15,Taking A Spiritual Inventory,Jeremy Sweets,N/A,Sunday Morning,010415_TakingASpiritualInventory_JeremySweets.mp3
12/28/14,Remember Your Baptism,Matt Harber,N/A,Sunday Evening,122814_RememberYourBaptism_MattHarber.mp3
12/28/14,Why Follow Jesus?,Conrad Harkrider,N/A,Sunday Morning,122814_WhyFollowJesus_ConradHarkrider.mp3
12/21/14,The Lord's Supper,Mike Roy,N/A,Sunday Morning,122114_TheLordsSupper_MikeRoy.mp3
12/21/14,Poor in Spirit,Jeremy Sweets,N/A,Sunday Evening,122114_PoorInSpirit_JeremySweets.mp3
12/7/14,Finding Jesus in the Desert,Conrad Harkrider,N/A,Sunday Morning,120714_FindingJesusInTheDesert_ConradHarkrider.mp3
12/7/14,Test of a Prophet,Curtis Byers,N/A,Sunday Evening,120714_TestOfAProphet_CurtisByers.mp3
11/30/14,The Name of Jesus,Conrad Harkrider,N/A,Sunday Morning,113014_TheNameOfJesus_ConradHarkrider.mp3
11/30/14,Hannah's Plight,Jeremy Sweets,N/A,Sunday Evening,113014_HannahsPlight_JeremySweets.mp3
11/23/14,Praying for Others,Jeremy Sweets,N/A,Sunday Morning,112314_PrayingForOthers_JeremySweets.mp3
11/23/14,Changing Our Heart,Trevor Brandt,N/A,Sunday Evening,112314_ChangingOurHeart_TrevorBrandt.mp3
11/16/14,Devotion,Norman Harber,N/A,Sunday Morning,111614_Devotion_NormanHarber.mp3
11/16/14,Are You Growing?,Mike Roy,N/A,Sunday Evening,111614_AreYouGrowing_MikeRoy.mp3
11/9/14,What is so Special About the Bible?,Conrad Harkrider,N/A,Sunday Morning,110914_WhatIsSoSpecialAboutTheBible_ConradHarkrider.mp3
11/2/14,"Lord, Reign in Me",Mike Roy,N/A,Sunday Morning,110214_LordReignInMe_MikeRoy.mp3
11/2/14,Are You Walking in Darkness or Light?,Jeremy Sweets,N/A,Sunday Evening,110214_AreYouWalkingInDarknessOrLight_JeremySweets.mp3
10/26/14,Sanctification,Curtis Byers,N/A,Sunday Morning,102614_Sanctification_CurtisByers.mp3
10/26/14,Are You Drifting?,Kevin Bain,N/A,Sunday Evening,102614_AreYouDrifting_KevinBain.mp3
10/19/14,Living as a Sojourner,Conrad Harkrider,N/A,Sunday Evening,101914_LivingAsASojourner_ConradHarkrider.mp3
10/19/14,The Kingdom of God in the Sweep of Scripture,Jeremy Sweets,N/A,Sunday Morning,101914_TheKingdomOfGodInTheSweepOfScripture_JeremySweets.mp3
10/12/14,Who We Are - Our Lives in Jesus Christ,Mike Roy,N/A,Sunday Morning,101214_WhoWeAreOurLivesInJesusChrist_MikeRoy.mp3
10/5/14,In the Image of God,Conrad Harkrider,N/A,Sunday Morning,100514_InTheImageOfGod_ConradHarkrider.mp3
10/5/14,Praise Be To God,Jeremy Sweets,N/A,Sunday Evening,100514_PraiseBeToGod_JeremySweets.mp3
9/28/14,The Hidden Treasure,Jeremy Sweets,N/A,Sunday Morning,092814_TheHiddenTreasure_JeremySweets.mp3
9/28/14,When it's Time for Battle,Conrad Harkrider,N/A,Sunday Evening,092814_WhenItsTimeForBattle_ConradHarkrider.mp3
9/21/14,Transforming the People of God,Conrad Harkrider,N/A,Sunday Morning,092114_TransformingThePeopleOfGod_ConradHarkrider.mp3
9/21/14,The Total Destruction of Nineveh,Mike Roy,N/A,Sunday Evening,092114_TheTotalDestructionOfNinevah_MikeRoy.mp3
9/7/14,People of the Book,Jeremy Sweets,N/A,Sunday Evening,090714_PeopleOfTheBook_JeremySweets.mp3
8/31/14,Temptation,Jeremy Sweets,N/A,Sunday Evening,083114_Temptation_JeremySweets.mp3
8/31/14,Why Am I A Christian?,Ricky Shanks,N/A,Sunday Morning,083114_WhyAmIAChristian_RickyShanks.mp3
8/24/14,Building A Lasting Marriage,Conrad Harkrider,N/A,Sunday Morning,082414_BuildingALastingMarriage_ConradHarkrider.mp3
8/24/14,Traditions Of The Elders,Dave Boyd,N/A,Sunday Evening,082414_TraditionsOfTheElders_DaveBoyd.mp3
8/17/14,Rising Up At The Judgement,Mike Roy,N/A,Sunday Morning,081714_RisingUpAtTheJudgement_MikeRoy.mp3
8/17/14,The Lord Is A Warrior,Jeremy Sweets,N/A,Sunday Evening,081714_TheLordIsAWarrior_JeremySweets.mp3
8/10/14,Walking With God,Fred Liggin,N/A,Sunday Morning,081014_WalkingWithGod_FredLiggin.mp3
8/3/14,Battle For Sexual Purity,Conrad Harkrider,N/A,Sunday Evening,080314_BattleForSexualPurity_ConradHarkrider.mp3
8/3/14,Incredible Worth Of One Soul,Mike Roy,N/A,Sunday Morning,080314_IncredibleWorthOfOneSoul_MikeRoy.mp3
7/27/14,Lazarus Is Dead,Jerry Drew,N/A,Sunday Evening,072714_LazarusIsDead_JerryDrew.mp3
7/27/14,What Should I Wear To Church?,Conrad Harkrider,N/A,Sunday Morning,072714_WhatShouldIWearToChurch_ConradHarkrider.mp3
7/20/14,Because He was Faithful,Conrad Harkrider,N/A,Sunday Evening,072014_BecauseHeWasFaithful_ConradHarkrider.mp3
7/20/14,Proclamation Of The Plagues,Jeremy Sweets,N/A,Sunday Morning,072014_ProclamationOfThePlagues_JeremySweets.mp3
7/13/14,Your Mindset,Norman Harber,N/A,Sunday Morning,071314_YourMindset_NormanHarber.mp3
7/6/14,Making Bricks Without Any Straw,Jeremy Sweets,N/A,Sunday Evening,070614_MakingBricksWithoutAnyStraw_JeremySweets.mp3
7/6/14,Your Incredible Worth,Mike Roy,N/A,Sunday Morning,070614_YourIncredibleWorth_MikeRoy.mp3
DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
6/29/14,Does God Care How We Worship?,Conrad Harkrider,N/A,Sunday Morning,062914_DoesGodCareHowWeWorship_ConradHarkrider.mp3
6/29/14,The Message Of The Burning Bush,Jeremy Sweets,N/A,Sunday Evening,062914_TheMessageOfTheBurningBush_JeremySweets.mp3
6/22/14,Be Thou My Vision,Mike Roy,N/A,Sunday Evening,062214_BeThouMyVision_MikeRoy.mp3
6/22/14,Stumbling On Sin,Jeremy Sweets,N/A,Sunday Morning,062214_StumblingOnSin_JeremySweets.mp3
6/8/14,Message From God,Conrad Harkrider,N/A,Sunday Morning,060814_MessageFromGod_ConradHarkrider.mp3
6/1/14,Indispensable Christians,Mike Roy,N/A,Sunday Morning,060114_IndispensableChristians_MikeRoy.mp3
6/1/14,Why Priests?,Curtis Byers,N/A,Sunday Evening,060114_WhyPriests_CurtisByers.mp3
5/25/14,Family Strong,Norman Harber,N/A,Sunday Morning,052514_FamilyStrong_NormanHarber.mp3
5/25/14,Titles Of Men,Mike Roy,N/A,Sunday Evening,052514_TitlesOfMen_MikeRoy.mp3
5/20/14,The Importance Of Forgiveness Of Sins,Curtis Byers,N/A,Sunday Morning,042014_TheImportanceOfTheForgivenessOfSins_CurtisByers.mp3
5/18/14,Christ Is Sufficient,Jeremy Sweets,N/A,Sunday Evening,051814_ChristIsSufficient_JeremySweets.mp3
5/18/14,The Appropriate Response,Jeremy Sweets,N/A,Sunday Morning,051814_TheAppropriateResponse_JeremySweet.mp3
5/11/14,Become Like Little Children,Conrad Harkrider,N/A,Sunday Evening,051114_BecomeLikeLittleChildren_ConradHarkrider.mp3
4/27/14,Foolishness,DJ Rhoten,N/A,Sunday Evening,042714_Foolishness_DJRhoten.mp3
4/27/14,That The Living Will Know,Conrad Harkrider,N/A,Sunday Morning,042714_ThatTheLivingWillKnow_ConradHarkrider.mp3
4/13/14,Out With the Old In With The New,Jeremy Sweets,N/A,Sunday Morning,041314_OutWithTheOldInWithTheNew_JeremySweets.mp3
4/6/14,Pursuing Our Heavenly Calling,Mike Roy,N/A,Sunday Morning,040614_PursuingOurHeavenlyCalling_MikeRoy.mp3
4/6/14,Refuse To Bow,Conrad Harkrider,N/A,Sunday Evening,040614_RefuseToBow_ConradHarkrider.mp3
3/30/14,What The Creation Tells Us About Gender,Jeremy Sweets,N/A,Sunday Morning,033014_WhatTheCreationTellsUsAboutGender_JeremySweets.mp3
3/23/14,What Do Our Hearts Cling To?,Chris Reid,N/A,Sunday Evening,032314_WhatDoOurHeartsClingTo_ChrisRied.mp3
3/23/14,What The Creation Tells Us About Humanity,Jeremy Sweets,N/A,Sunday Morning,041810_ConfessionsOfSins_JeremySweets.mp3
3/16/14,Is Doctrine Important?,Mike Roy,N/A,Sunday Morning,042510_TheNeedForHoliness_JimmyHunt.mp3
3/16/14,There Is A God In Heaven,Conrad Harkrider,N/A,Sunday Evening,031614_ThereIsAGodInHeaven_ConradHarkrider-1502203589.mp3
3/9/14,Moses' Final Message And Legacy,Mike Roy,N/A,Sunday Morning,030914_MosesFinalMessageAndLegacy_MikeRoy.mp3
3/2/14,Creation - What We Can Learn,Jeremy Sweets,N/A,Sunday Evening,030214_CreationWhatWeCanLearn_JeremySweets.mp3
3/2/14,Far Away From Home,Conrad Harkrider,N/A,Sunday Morning,030214_FarAwayFromHome_ConradHarkrider.mp3
2/23/14,The Gospel Message,Conrad Harkrider,N/A,Sunday Morning,022314_TheGospelMessage_ConradHarkrider.mp3
2/23/14,The Progressive Church,Gary Henry,N/A,Sunday Evening,022314_TheProgressiveChurch_GaryHenry.mp3
2/16/14,Sin And Forgiveness,Jeremy Sweets,N/A,Sunday Evening,021614_SinAndForgiveness_JeremySweets.mp3
2/16/14,"True Gospel, False Gospel",Curtis Byers,N/A,Sunday Morning,021614_TrueGospelFalseGospel_CurtisByers.mp3
2/9/14,A Disciplined Life,Conrad Harkrider,N/A,Sunday Morning,020914_ADisciplinedLife_ConradHarkrider.mp3
2/2/14,Blessed Assurance,Jeremy Sweets,N/A,Sunday Evening,020214_BlessedAssurance_JeremySweets-1502202058.mp3
2/2/14,Going Where God Leads,Jeremy Sweets,N/A,Sunday Evening,020214_GoingWhereGodLeads_JeremySweets.mp3
1/26/14,The King Stumbles,Conrad Harkrider,N/A,Sunday Morning,012614_TheKingStumbles_ConradHarkrider.mp3
1/19/14,Godly Lives In A Wicked World,Jeremy Sweets,N/A,Sunday Evening,011914_GodlyLivesInAWickedWorld_JeremySweets.mp3
1/12/14,The Day That God Will Set The World On Fire,Mike Roy,N/A,Sunday Morning,011214_TheDayThatGodWillSetTheWorldOnFire_MikeRoy.mp3
1/5/14,Ready for the coming of the Master,Jeremy Sweets,N/A,Sunday Morning,010514_ReadyForTheComingOfTheMaster_JeremySweets.mp3
12/29/13,The Church of Christ - The Highest Wisdom of God,Mike Roy,N/A,Sunday Morning,122913_TheChurchOfChristTheHighestWisdomOfGod_MikeRoy.mp3
12/29/13,Getting Close Enough to Sinners to Save Them,Mike Roy,N/A,Sunday Evening,122913_GettingCloseEnoughToSinnersToSaveThem_MikeRoy.mp3
12/22/13,The Humble King,Jeremy Sweets,N/A,Sunday Morning,122213_TheHumbleKing_JeremySweets.mp3
12/22/13,Habakkuk,Gary Hunt,N/A,Sunday Evening,122213_Habakkuk_GaryHunt.mp3
12/15/13,Suffering With Christ,Curtis Byers,N/A,Sunday Morning,121513_SufferingWithChrist_CurtisByers.mp3
12/15/13,Haggai's Message of Revival,Jeremy Sweets,N/A,Sunday Evening,121513_HaggaisMessageOfRevival_JeremySweets.mp3
12/8/13,What Does God Expect From Christians?,Conrad Harkrider,N/A,Sunday Morning,120813_WhatDoesGodExpectFromChristians_ConradHarkrider.mp3
12/1/13,Is the Bible the Word of God?,Conrad Harkrider,N/A,Sunday Morning,120113_IsTheBibleTheWordOfGod_ConradHarkrider.mp3
12/1/13,The Will of God,Curtis Byers,N/A,Sunday Evening,120113_TheWillOfGod_CurtisByers.mp3
11/24/13,Thankful to God,Conrad Harkrider,N/A,Sunday Morning,112413_ThankfulToGod_ConradHarkrider.mp3
11/24/13,What is a Disciple of Jesus?,Mark Seaton,N/A,Sunday Evening,112413_WhatIsADiscipleOfJesus_MarkSeaton.mp3
11/17/13,In Whom Do You Boast?,Jeremy Sweets,N/A,Sunday Morning,111713_InWhomDoYouBoast_JeremySweets.mp3
11/17/13,Mexico Report,Mike Roy,N/A,Sunday Evening,111713_MexicoReport_MikeRoy.mp3
11/3/13,The Dangers of Drunkenness,Jeremy Sweets,N/A,Sunday Morning,110313_TheDangersOfDrunkenness_JeremySweets.mp3
11/3/13,The Day of the Lord,Conrad Harkrider,N/A,Sunday Evening,110313_TheDayOfTheLord_ConradHarkrider.mp3
10/27/13,When the Water Runs Dry,Conrad Harkrider,N/A,Sunday Morning,102713_WhenTheWaterRunsDry_ConradHarkrider.mp3
10/27/13,Faith of Abraham,Jimmy Hunt,N/A,Sunday Evening,102713_FaithOfAbraham_JimmyHunt.mp3
10/20/13,Purpose Driven People,Mike Roy,N/A,Sunday Morning,102013_PurposeDrivenPeople_MikeRoy.mp3
10/20/13,Instructions for the Tongue,Jeremy Sweets,N/A,Sunday Evening,102013_InstructionForTheTongue_JeremySweets.mp3
10/13/13,Advice for Exiles,Jeremy Sweets,N/A,Sunday Morning,101313_AdviceForExiles_JeremySweets.mp3
10/6/13,Authority of Christ,Conrad Harkrider,N/A,Sunday Morning,100613_AuthorityOfChrist_ConradHarkrider.mp3
10/6/13,Foundations,Curtis Byers,N/A,Sunday Evening,100613_Foundations_CurtisByers.mp3
9/29/13,Who Can Endure God's Wrath?,Jeremy Sweets,N/A,Sunday Morning,092913_WhoCanEndureGodsWrath_JeremySweets.mp3
9/29/13,In Christ,Jeremy Sweets,N/A,Sunday Evening,092913_InChrist_JeremySweets.mp3
9/22/13,Times of Difficulty,Conrad Harkrider,N/A,Sunday Morning,092213_TimesOfDifficulty_ConradHarkrider.mp3
9/22/13,Joy,Jacob Stinson,N/A,Sunday Evening,092213_Joy_JacobStinson.mp3
9/15/13,Ladies First - The Resurrection,Conrad Harkrider,N/A,Sunday Morning,091513_LadiesFirstTheResurrection_ConradHarkrider.mp3
9/15/13,Seeking the Lost,Jeremy Sweets,N/A,Sunday Evening,091513_SeekingTheLost_JeremySweets.mp3
9/1/13,"If God is for Us, Who Can Be Against Us?",Mike Roy,N/A,Sunday Evening,090113_IfGodIsForUs_MikeRoy.mp3
9/1/13,The Fear of the Lord,Jeremy Sweets,N/A,Sunday Morning,090113_TheFearOfTheLord_JeremySweets.mp3
8/28/13,Are You Prepared?,Josiah Peeler,Summer Series,Wednesday Bible Study,082813_AreYouPrepared_JosiahPeeler.mp3
8/25/13,A Sense of Need,Kevin Stinson,N/A,Sunday Evening,082513_ASenseOfNeed_KevinStinson.mp3
8/18/13,Micah's Visionary Experience,Jeremy Sweets,N/A,Sunday Evening,081813_MicahsVisionaryExperience_JeremySweets.mp3
8/14/13,Understanding God's Will,Keith Camp,Summer Series,Wednesday Bible Study,081413_UnderstandingGodsWill_KeithCamp.mp3
8/7/13,Old Testament Authority,Matt Harber,Summer Series,Wednesday Bible Study,080713_OldTestamentAuthority_MattHarber.mp3
8/4/13,The Importance of Baptism,Mike Roy,N/A,Sunday Morning,080413_TheImportanceOfBaptism_MikeRoy.mp3
8/4/13,Devoted to the Lord,Jeremy Sweets,N/A,Sunday Evening,080413_DevotedToTheLord_JeremySweets.mp3
7/31/13,Doctrine According to Godliness,David Bunting,Summer Series,Wednesday Bible Study,073113_DoctrineAccordingToGodliness_DavidBunting.mp3
7/28/13,A Jealous God,Jeremy Sweets,N/A,Sunday Morning,072813_AJealousGod_JeremySweets.mp3
7/28/13,What Makes Men Wander From God?,Mike Roy,N/A,Sunday Evening,072813_WhatMakesMenWanderFromGod_MikeRoy.mp3
7/21/13,The Entanglement of Adultery,Jeremy Sweets,N/A,Sunday Morning,072113_TheEntanglementOfAdultery_JeremySweets.mp3
7/21/13,The Book of Leviticus,Conrad Harkrider,N/A,Sunday Evening,072113_TheBookOfLeviticus_ConradHarkrider.mp3
7/17/13,Our Attitude Toward the Words of the Apostles,Lee Wildman,Summer Series,Wednesday Bible Study,071713_AttitudeTowardTheWordsOfTheApostles_LeeWildman.mp3
7/14/13,Collection,Curtis Byers,N/A,Sunday Morning,071413_Collection_CurtisByers.mp3
7/7/13,Mothers,Norman Harber,N/A,Sunday Morning,070713_Mothers_NormanHarber.mp3
7/7/13,What is a Real Man?,Mike Roy,N/A,Sunday Evening,070713_WhatIsARealMan_MikeRoy.mp3
7/3/13,It Is Well With My Soul,Gary Kerr,Summer Series,Wednesday Bible Study,070313_ItIsWellWithMySoul_GaryKerr.mp3
6/30/13,What Does it Mean to be Born Again?,Mike Roy,N/A,Sunday Morning,063013_WhatDoesItMeanToBeBornAgain_MikeRoy.mp3
6/30/13,Wisdom's Disregarded Appeal,Jeremy Sweets,N/A,Sunday Evening,063013_WisdomsDisregardedAppeal_JeremySweets.mp3
6/23/13,Developing an Understanding Attitude,Conrad Harkrider,N/A,Sunday Morning,062313_DevelopingAnUnderstandingAttitude_ConradHarkrider.mp3
6/23/13,What am I Worth?,Delmont Jones,N/A,Sunday Evening,062313_WhatAmIWorth_DelmontJones.mp3
6/19/13,Listening to the Holy Spirit,Berry Kercheville,Summer Series,Wednesday Bible Study,061913_ListeningToTheHolySpirit_BerryKercheville.mp3
6/12/13,Recognizing Bible Authority,Shane Scott,Summer Series,Wednesday Bible Study,061213_RecognizingBibleAuthority_ShaneScott.mp3
6/9/13,Three Kinds of Fear,Jeremy Sweets,N/A,Sunday Morning,060913_ThreeKindsOfFear_JeremySweets.mp3
6/5/13,"God Spoke, Writers Wrote, We Read",Rick Duggin,Summer Series,Wednesday Bible Study,060513_GodSpokeWritersWroteWeRead_RickDuggin.mp3
6/2/13,Impacting Faith,Conrad Harkrider,N/A,Sunday Morning,060213_ImpactingFaith_ConradHarkrider.mp3
6/2/13,Misusing the Scriptures,Jeremy Sweets,N/A,Sunday Evening,060213_MisusingTheScriptures_JeremySweets.mp3
5/26/13,Forgetting What Lies Behind,Gary Henry,N/A,Sunday Morning,052613_ForgetingWhatLiesBehind_GaryHenry.mp3
